Date,Time,Temperature,Humidity
8/7/2022,0:06:57,26.9,88
8/7/2022,0:07:00,27,89
8/7/2022,0:07:04,27,88
8/7/2022,0:07:07,27,88
8/7/2022,0:07:10,27,88
8/7/2022,0:07:12,27,89
8/7/2022,0:07:15,27,89
8/7/2022,0:07:19,27,89
8/7/2022,0:07:22,27,89
8/7/2022,0:07:25,27.1,89
8/7/2022,0:07:28,27.1,88
8/7/2022,0:07:31,27.1,88
8/7/2022,0:07:34,27.1,88
8/7/2022,0:07:37,27.1,88
8/7/2022,0:07:40,27.1,88
8/7/2022,0:07:43,27.1,88
8/7/2022,0:07:46,27.1,88
8/7/2022,0:07:49,27.1,88
8/7/2022,0:07:52,27.1,88
8/7/2022,0:07:55,27.1,88
8/7/2022,0:07:58,27.1,88
8/7/2022,0:08:01,27,88
8/7/2022,0:08:04,27.1,88
8/7/2022,0:08:08,27,88
8/7/2022,0:08:11,27,88
8/7/2022,0:08:14,27,88
8/7/2022,0:08:17,27,88
8/7/2022,0:08:20,27,88
8/7/2022,0:08:23,27,88
8/7/2022,0:08:26,27,87
8/7/2022,0:08:29,27,87
8/7/2022,0:08:32,27,87
8/7/2022,0:08:35,27,87
8/7/2022,0:08:38,27,88
8/7/2022,0:08:41,27,88
8/7/2022,0:08:44,27,88
8/7/2022,0:08:47,27,88
8/7/2022,0:08:50,27,88
8/7/2022,0:08:53,27,88
8/7/2022,0:08:56,27,88
8/7/2022,0:09:00,27,88
8/7/2022,0:09:03,26.9,88
8/7/2022,0:09:06,26.9,88
8/7/2022,0:09:09,26.9,88
8/7/2022,0:09:12,26.9,88
8/7/2022,0:09:15,26.9,88
8/7/2022,0:09:18,26.9,88
8/7/2022,0:09:22,26.9,88
8/7/2022,0:09:25,26.9,88
8/7/2022,0:09:28,26.9,88
8/7/2022,0:09:31,26.9,88
8/7/2022,0:09:34,26.9,88
8/7/2022,0:09:37,26.9,88
8/7/2022,0:09:39,26.9,88
8/7/2022,0:09:42,26.9,88
8/7/2022,0:09:45,26.9,88
8/7/2022,0:09:48,26.9,88
8/7/2022,0:09:51,26.9,88
8/7/2022,0:09:54,26.9,88
8/7/2022,0:09:57,26.9,88
8/7/2022,0:10:00,26.9,88
8/7/2022,0:10:03,26.9,88
8/7/2022,0:10:06,26.9,88
8/7/2022,0:10:09,26.9,88
8/7/2022,0:10:12,26.9,88
8/7/2022,0:10:15,26.9,88
8/7/2022,0:10:18,26.9,88
8/7/2022,0:10:21,26.9,88
8/7/2022,0:10:26,26.9,88
8/7/2022,0:10:29,26.8,88
8/7/2022,0:10:35,26.8,88
8/7/2022,0:10:41,26.8,88
8/7/2022,0:10:45,26.8,88
8/7/2022,0:10:48,26.8,88
8/7/2022,0:10:51,26.8,88
8/7/2022,0:10:54,26.8,88
8/7/2022,0:10:57,26.8,88
8/7/2022,0:11:00,26.8,88
8/7/2022,0:11:03,26.8,88
8/7/2022,0:11:06,26.8,88
8/7/2022,0:11:09,26.8,88
8/7/2022,0:11:12,26.8,88
8/7/2022,0:11:15,26.8,88
8/7/2022,0:11:18,26.8,88
8/7/2022,0:11:21,26.8,88
8/7/2022,0:11:24,26.8,88
8/7/2022,0:11:27,26.8,88
8/7/2022,0:11:30,26.8,88
8/7/2022,0:11:33,26.8,88
8/7/2022,0:11:36,26.8,88
8/7/2022,0:11:39,26.8,88
8/7/2022,0:11:42,26.8,88
8/7/2022,0:11:45,26.8,88
8/7/2022,0:11:48,26.8,88
8/7/2022,0:11:51,26.8,88
8/7/2022,0:11:54,26.8,88
8/7/2022,0:11:57,26.8,88
8/7/2022,0:12:00,26.8,88
8/7/2022,0:12:03,26.8,88
8/7/2022,0:12:06,26.8,88
8/7/2022,0:12:09,26.8,88
8/7/2022,0:12:12,26.7,88
8/7/2022,0:12:15,26.7,88
8/7/2022,0:12:18,26.7,88
8/7/2022,0:12:21,26.8,88
8/7/2022,0:12:24,26.7,88
8/7/2022,0:12:27,26.7,88
8/7/2022,0:12:31,26.7,88
8/7/2022,0:12:34,26.7,88
8/7/2022,0:12:37,26.7,88
8/7/2022,0:12:40,26.7,88
8/7/2022,0:12:43,26.7,88
8/7/2022,0:12:46,26.7,88
8/7/2022,0:12:49,26.7,88
8/7/2022,0:12:52,26.7,88
8/7/2022,0:12:55,26.7,88
8/7/2022,0:12:58,26.7,88
8/7/2022,0:13:01,26.7,88
8/7/2022,0:13:04,26.7,88
8/7/2022,0:13:07,26.7,88
8/7/2022,0:13:10,26.7,88
8/7/2022,0:13:12,26.7,88
8/7/2022,0:13:15,26.7,88
8/7/2022,0:13:19,26.7,88
8/7/2022,0:13:21,26.7,88
8/7/2022,0:13:24,26.7,88
8/7/2022,0:13:27,26.7,88
8/7/2022,0:13:30,26.7,88
8/7/2022,0:13:33,26.6,88
8/7/2022,0:13:36,26.6,88
8/7/2022,0:13:39,26.6,88
8/7/2022,0:13:42,26.6,88
8/7/2022,0:13:45,26.6,88
8/7/2022,0:13:48,26.6,88
8/7/2022,0:13:51,26.6,88
8/7/2022,0:13:54,26.6,88
8/7/2022,0:13:57,26.6,88
8/7/2022,0:14:00,26.6,88
8/7/2022,0:14:03,26.6,88
8/7/2022,0:14:06,26.6,88
8/7/2022,0:14:09,26.6,88
8/7/2022,0:14:11,26.6,88
8/7/2022,0:14:14,26.6,88
8/7/2022,0:14:17,26.6,88
8/7/2022,0:14:20,26.6,88
8/7/2022,0:14:23,26.6,88
8/7/2022,0:14:26,26.6,88
8/7/2022,0:14:29,26.6,88
8/7/2022,0:14:33,26.6,88
8/7/2022,0:14:35,26.6,88
8/7/2022,0:14:38,26.6,88
8/7/2022,0:14:41,26.6,88
8/7/2022,0:14:44,26.6,88
8/7/2022,0:14:47,26.6,88
8/7/2022,0:14:50,26.6,88
8/7/2022,0:14:53,26.6,88
8/7/2022,0:14:56,26.6,88
8/7/2022,0:14:59,26.6,88
8/7/2022,0:15:02,26.6,88
8/7/2022,0:15:05,26.6,88
8/7/2022,0:15:08,26.6,88
8/7/2022,0:15:11,26.6,88
8/7/2022,0:15:14,26.6,88
8/7/2022,0:15:17,26.6,88
8/7/2022,0:15:20,26.6,88
8/7/2022,0:15:23,26.6,88
8/7/2022,0:15:26,26.5,88
8/7/2022,0:15:29,26.5,88
8/7/2022,0:15:32,26.5,88
8/7/2022,0:15:34,26.5,88
8/7/2022,0:15:38,26.5,88
8/7/2022,0:15:40,26.5,88
8/8/2022,8:29:29,24.2,95
8/8/2022,8:29:32,24.2,94
8/8/2022,8:29:35,24.2,94
8/8/2022,8:29:38,24.3,93
8/8/2022,8:29:41,24.3,93
8/8/2022,8:29:44,24.3,93
8/8/2022,8:29:46,24.3,93
8/8/2022,8:29:49,24.3,93
8/8/2022,8:29:52,24.3,93
8/8/2022,8:29:55,24.3,93
8/8/2022,8:29:58,24.3,93
8/8/2022,8:30:01,24.3,93
8/8/2022,8:30:04,24.3,93
8/8/2022,8:30:06,24.3,93
8/8/2022,8:30:09,24.3,93
8/8/2022,8:30:12,24.3,93
8/8/2022,8:30:15,24.3,93
8/8/2022,8:30:19,24.3,93
8/8/2022,8:30:22,24.3,93
8/8/2022,8:30:25,24.3,93
8/8/2022,8:30:28,24.3,93
8/8/2022,8:30:31,24.3,93
8/8/2022,8:30:34,24.3,93
8/8/2022,8:30:36,24.3,93
8/8/2022,8:30:39,24.3,93
8/8/2022,8:30:42,24.3,93
8/8/2022,8:30:45,24.3,93
8/8/2022,8:30:48,24.3,93
8/8/2022,8:30:50,24.3,93
8/8/2022,8:30:53,24.4,93
8/8/2022,8:30:57,24.3,93
8/8/2022,8:30:59,24.3,93
8/8/2022,8:31:02,24.4,93
8/8/2022,8:31:05,24.3,93
8/8/2022,8:31:08,24.4,93
8/8/2022,8:31:11,24.4,93
8/8/2022,8:31:13,24.4,93
8/8/2022,8:31:16,24.4,93
8/8/2022,8:31:20,24.4,93
8/8/2022,8:31:22,24.4,93
8/8/2022,8:31:25,24.4,93
8/8/2022,8:31:28,24.4,93
8/8/2022,8:31:31,24.4,93
8/8/2022,8:31:34,24.4,93
8/8/2022,8:31:37,24.4,93
8/8/2022,8:31:40,24.4,93
8/8/2022,8:31:43,24.4,93
8/8/2022,8:31:46,24.4,93
8/8/2022,8:31:49,24.4,93
8/8/2022,8:31:52,24.4,93
8/8/2022,8:31:55,24.4,93
8/8/2022,8:31:57,24.4,93
8/8/2022,8:32:00,24.4,93
8/8/2022,8:32:03,24.4,93
8/8/2022,8:32:06,24.4,93
8/8/2022,8:32:09,24.4,93
8/8/2022,8:32:12,24.4,93
8/8/2022,8:32:15,24.4,93
8/8/2022,8:32:18,24.4,93
8/8/2022,8:32:21,24.4,93
8/8/2022,8:32:24,24.4,93
8/8/2022,8:32:27,24.4,93
8/8/2022,8:32:30,24.4,93
8/8/2022,8:32:33,24.4,93
8/8/2022,8:32:36,24.5,93
8/8/2022,8:32:39,24.4,93
8/8/2022,8:32:42,24.5,93
8/8/2022,8:32:45,24.4,93
8/8/2022,8:32:47,24.5,93
8/8/2022,8:32:50,24.5,93
8/8/2022,8:32:53,24.5,93
8/8/2022,8:32:55,24.5,93
8/8/2022,8:32:58,24.5,93
8/8/2022,8:33:01,24.5,93
8/8/2022,8:33:05,24.5,93
8/8/2022,8:33:08,24.5,93
8/8/2022,8:33:10,24.5,93
8/8/2022,8:33:13,24.5,94
8/8/2022,8:33:16,24.5,94
8/8/2022,8:33:19,24.5,94
8/8/2022,8:33:22,24.5,94
8/8/2022,8:33:25,24.5,94
8/8/2022,8:33:27,24.5,94
8/8/2022,8:33:30,24.5,94
8/8/2022,8:33:33,24.6,94
8/8/2022,8:33:36,24.6,94
8/8/2022,8:33:39,24.6,95
8/8/2022,8:33:42,24.6,95
8/8/2022,8:33:44,24.6,95
8/8/2022,8:33:47,24.6,95
8/8/2022,8:33:50,24.6,95
8/8/2022,8:33:52,24.6,95
8/8/2022,8:33:56,24.6,95
8/8/2022,8:33:59,24.6,95
8/8/2022,8:34:01,24.6,95
8/8/2022,8:34:04,24.6,95
8/8/2022,8:34:07,24.6,95
8/8/2022,8:34:10,24.7,95
8/8/2022,8:34:13,24.7,95
8/8/2022,8:34:16,24.7,95
8/8/2022,8:34:18, ,95
8/8/2022,8:34:21,24.7,95
8/8/2022,8:34:24,24.7,95
8/8/2022,8:34:27,24.7,94
8/8/2022,8:34:29,24.7,94
8/8/2022,8:34:32,24.7,94
8/8/2022,8:34:35,24.7,94
8/8/2022,8:34:38,24.7,94
8/8/2022,8:34:41,24.7,94
8/8/2022,8:34:44,24.7,94
8/8/2022,8:34:47,24.7,94
8/8/2022,8:34:50,24.7,95
8/8/2022,8:34:53,24.7,95
8/8/2022,8:34:56,24.7,95
8/8/2022,8:34:59,24.7,95
8/8/2022,8:35:02,24.7,95
8/8/2022,8:35:05,24.7,95
8/8/2022,8:35:08,24.7,95
8/8/2022,8:35:11,24.7,95
8/8/2022,8:35:14,24.7,95
8/8/2022,8:35:17,24.7,95
8/8/2022,8:35:20,24.7,95
8/8/2022,8:35:23,24.8,95
8/8/2022,8:35:26,24.7,95
8/8/2022,8:35:29,24.8,95
8/8/2022,8:35:32,24.7,95
8/8/2022,8:35:35,24.8,95
8/8/2022,8:35:37,24.8,95
8/8/2022,8:35:40,24.8,95
8/8/2022,8:35:43,24.8,95
8/8/2022,8:35:46,24.8,95
8/8/2022,8:35:49,24.8,95
8/8/2022,8:35:52, ,95
8/8/2022,8:35:55,24.8,95
8/8/2022,8:35:58,24.8,95
8/8/2022,8:36:01,24.8,95
8/8/2022,8:36:03,24.8,95
8/8/2022,8:36:07,24.8,94
8/8/2022,8:36:09,24.8,94
8/8/2022,8:36:12,24.8,94
8/8/2022,8:36:15,24.8,94
8/8/2022,8:36:19,24.8,94
8/8/2022,8:36:22,24.8,94
8/8/2022,8:36:25,24.8,94
8/8/2022,8:36:28,24.8,94
8/8/2022,8:36:31,24.8,94
8/8/2022,8:36:34,24.8,94
8/8/2022,8:36:37,24.8,94
8/8/2022,8:36:39,24.8,94
8/8/2022,8:36:42,24.8,94
8/8/2022,8:36:45,24.8,94
8/8/2022,8:36:49,24.8,94
8/8/2022,8:36:52,24.8,94
8/8/2022,8:36:55,24.8,94
8/8/2022,8:36:58,24.8,94
8/8/2022,8:37:04,24.8,94
8/8/2022,8:37:07,24.8,94
8/8/2022,8:37:10,24.8,94
8/8/2022,8:37:13,24.8,94
8/8/2022,8:37:15,24.8,94
8/8/2022,8:37:18,24.8,94
8/8/2022,8:37:21,24.8,94
8/8/2022,8:37:23,24.8,94
8/8/2022,8:37:26,24.8,93
8/8/2022,8:37:29,24.8,93
8/8/2022,8:37:32,24.8,93
8/8/2022,8:37:35,24.8,93
8/8/2022,9:37:38,24.8,93
8/8/2022,8:37:41,24.8,93
8/8/2022,8:37:44,24.8,93
8/8/2022,8:37:47,24.8,93
8/8/2022,8:37:50,24.8,93
8/8/2022,8:37:53,24.8,93
8/8/2022,8:37:56,24.8,93
8/8/2022,8:37:58,24.8,93
8/8/2022,8:38:01,24.8,93
8/8/2022,8:38:04,24.8,93
8/8/2022,8:38:07,24.8,93
8/8/2022,8:38:10,24.8,93
8/8/2022,8:38:13,24.8,93
8/8/2022,8:38:15,24.8,93
8/8/2022,8:38:18,24.8,93
8/8/2022,8:38:21,24.8,93
8/8/2022,8:38:25,24.8,93
8/8/2022,8:38:28,24.8,93
8/8/2022,8:38:31,24.8,93
8/8/2022,8:38:34,24.8,93
8/8/2022,8:38:37,24.8,93
8/8/2022,8:38:40,24.8,93
8/8/2022,8:38:43,24.8,93
8/8/2022,8:38:45,24.8,93
8/8/2022,8:38:48,24.8,93
8/8/2022,8:38:51,24.8,93
8/8/2022,8:38:53,24.8,93
8/8/2022,8:38:56,24.8,93
8/8/2022,8:38:59,24.8,93
8/8/2022,8:39:02,24.8,93
8/8/2022,8:39:05,24.8,94
8/8/2022,8:39:08,24.8,94
8/8/2022,8:39:11,24.8,94
8/8/2022,8:39:14,24.8,94
8/8/2022,8:39:17,24.8,94
8/8/2022,8:39:20,24.8,94
8/8/2022,8:39:23,24.9,94
8/8/2022,8:41:07,24.8,95
8/8/2022,7:42:13,49.1,32
8/8/2022,7:42:16,48.7,32
8/8/2022,7:42:19,47.6,33
8/8/2022,7:42:22,46.3,33
8/8/2022,7:42:25,45,34
8/8/2022,7:42:27,43.7,36
8/8/2022,7:42:30,42.6,37
8/8/2022,7:42:33,42,38
8/8/2022,7:42:36,40.7,40
8/8/2022,7:42:39,39.8,43
8/8/2022,23:21:19,26.2,87
8/8/2022,23:21:23,26.2,87
8/8/2022,23:21:26,26.2,87
8/8/2022,23:21:29,26.2,87
8/8/2022,23:21:32,26.2,87
8/8/2022,23:21:35,26.2,87
8/8/2022,23:21:38,26.2,86
8/8/2022,23:21:41,26.3,86
8/8/2022,23:21:44,26.3,86
8/8/2022,23:21:47,26.3,86
8/8/2022,23:21:50,26.3,86
8/8/2022,23:21:53,26.3,87
8/8/2022,23:21:57,26.3,87
8/8/2022,23:22:00,26.3,87
8/8/2022,23:22:04,26.3,87
8/8/2022,23:22:07,26.3,87
8/8/2022,23:22:10,26.3,87
8/8/2022,23:22:13,26.3,87
8/8/2022,23:22:16,26.3,87
8/8/2022,23:22:19,26.3,87
8/8/2022,23:22:22,26.3,87
8/8/2022,23:22:25,26.3,86
8/8/2022,23:22:28,26.3,86
8/8/2022,23:22:31,26.3,86
8/8/2022,23:22:34,26.3,87
8/8/2022,23:22:37,26.3,87
8/8/2022,23:22:40,26.3,88
8/8/2022,23:22:44,26.4,89
8/8/2022,23:22:47,26.4,89
8/8/2022,23:22:50,26.4,89
8/8/2022,23:22:53,26.4,89
8/8/2022,23:22:56,26.4,88
8/8/2022,23:22:59,26.4,88
8/8/2022,23:23:02,26.4,87
8/8/2022,23:23:05,26.4,87
8/8/2022,23:23:08,26.4,87
8/8/2022,23:23:11,26.4,87
8/8/2022,23:23:14,26.4,88
8/8/2022,23:23:17,26.4,88
8/8/2022,23:23:20,26.4,88
8/27/2022,13:27:30,27.6,80
8/27/2022,13:27:37,27.6,80
8/27/2022,13:35:44,32.4,59
8/27/2022,13:35:48,32.3,59
8/27/2022,13:35:52,32.3,59
8/27/2022,13:35:59,32.2,59
8/27/2022,13:36:09,32.1,59
8/27/2022,13:36:19,32,60
8/27/2022,13:36:29,31.7,60
8/27/2022,13:36:38,31.4,61
8/27/2022,13:36:48,31.2,62
8/27/2022,13:36:55,31.1,64
8/27/2022,13:37:04,30.9,65
8/27/2022,13:37:14,30.6,65
8/27/2022,13:37:21,30.5,66
8/27/2022,13:37:28,30.3,66
8/27/2022,13:37:31,30.2,66
8/27/2022,13:37:38,30.1,67
8/27/2022,13:37:42,30,67
8/27/2022,13:37:51,29.8,67
8/27/2022,13:37:59,29.8,67
8/27/2022,13:38:06,29.6,67
8/27/2022,13:38:23,29.4,68
8/27/2022,13:38:29,29.3,69
8/27/2022,13:38:33,29.2,69
8/27/2022,13:38:37,29.1,69
8/27/2022,13:38:41,29.1,70
8/27/2022,13:38:45,29,69
8/27/2022,13:38:54,29,69
8/27/2022,13:39:04,29,69
8/27/2022,13:39:16,28.8,69
8/27/2022,13:39:25,28.7,70
8/27/2022,13:39:29,28.6,70
8/27/2022,13:39:33,28.6,70
8/27/2022,13:39:36,28.6,70
8/27/2022,13:39:43,28.5,70
8/27/2022,13:39:50,28.5,70
8/27/2022,13:39:54,28.5,70
8/27/2022,13:39:58,28.4,71
8/27/2022,13:40:04,28.4,71
8/27/2022,13:40:08,28.3,71
8/27/2022,13:40:12,28.3,71
8/27/2022,13:40:16,28.3,71
8/27/2022,13:40:19,28.3,72
8/27/2022,13:40:26,28.3,72
8/27/2022,13:40:30,28.2,72
8/27/2022,13:40:34,28.2,72
8/27/2022,13:40:38,28.2,72
8/27/2022,13:40:42,28.2,72
8/27/2022,13:40:51,28.1,72
8/27/2022,13:40:55,28.2,71
8/27/2022,13:40:59,28.1,71
8/27/2022,13:41:09,28.1,72
8/27/2022,13:41:13,28.1,72
8/27/2022,13:41:16,28,72
8/27/2022,13:41:20,28,72
8/27/2022,13:41:24,28,72
8/27/2022,13:41:28,28,72
8/27/2022,13:41:32,28,72
8/27/2022,13:41:36,28,72
8/27/2022,13:41:40,27.9,72
8/27/2022,13:41:53,28,72
8/27/2022,13:41:56,27.9,72
8/27/2022,13:42:03,27.8,72
8/27/2022,13:42:07,27.9,73
8/27/2022,13:42:10,27.8,73
8/27/2022,13:42:14,27.8,73
8/27/2022,13:42:18,27.8,73
8/27/2022,13:42:22,27.8,73
8/27/2022,13:42:26,27.8,73
8/27/2022,13:42:33,27.8,73
8/27/2022,13:42:37,27.8,73
8/27/2022,13:42:40,27.8,73
8/27/2022,13:42:44,27.8,73
8/27/2022,13:42:49,27.7,73
8/27/2022,13:42:52,27.8,73
8/27/2022,13:42:56,27.7,73
8/27/2022,13:43:00,27.8,73
8/27/2022,13:43:04,27.7,73
8/27/2022,13:43:11,27.7,73
8/27/2022,13:43:15,27.8,73
8/27/2022,13:43:19,27.7,73
8/27/2022,13:43:23,27.7,73
8/27/2022,13:43:26,27.7,73
8/27/2022,13:43:30,27.7,73
8/27/2022,13:43:34,27.7,73
8/27/2022,13:43:38,27.7,73
8/27/2022,13:43:42,27.7,74
8/27/2022,13:43:46,27.7,74
8/27/2022,13:43:50,27.7,73
8/27/2022,13:43:54,27.7,74
8/27/2022,13:43:58,27.7,74
8/27/2022,13:44:02,27.7,74
8/27/2022,13:44:06,27.6,73
8/27/2022,13:44:10,27.6,73
8/27/2022,13:44:14,27.7,73
8/27/2022,13:44:18,27.7,73
8/27/2022,13:44:25,27.7,74
8/27/2022,13:44:29,27.6,74
8/27/2022,13:44:33,27.6,74
8/27/2022,13:44:36,27.6,74
8/27/2022,13:44:43,27.6,74
8/27/2022,13:44:47,27.6,74
8/27/2022,13:44:52,27.6,73
8/27/2022,13:44:57,27.6,74
8/27/2022,13:45:01,27.6,73
8/27/2022,13:45:05,27.6,73
8/27/2022,13:45:09,27.6,73
8/27/2022,13:45:12,27.6,73
8/27/2022,13:45:16,27.6,73
8/27/2022,13:45:20,27.6,73
8/27/2022,13:45:24,27.6,73
8/27/2022,13:45:28,27.6,73
8/27/2022,13:45:32,27.6,74
8/27/2022,13:45:36,27.6,74
8/27/2022,13:45:39,27.6,75
8/27/2022,13:45:44,27.6,74
8/27/2022,13:45:48,27.6,74
8/27/2022,13:45:58,27.6,74
8/27/2022,13:46:05,27.6,73
8/27/2022,13:46:15,27.6,73
8/27/2022,13:46:19,27.6,73
8/27/2022,13:46:29,27.6,73
8/27/2022,13:46:39,27.6,73
8/27/2022,13:46:48,27.6,75
8/27/2022,13:46:55,27.6,76
8/27/2022,13:47:05,27.6,77
8/27/2022,13:47:09,27.6,76
8/27/2022,13:47:19,27.6,76
8/27/2022,13:47:26,27.6,75
8/27/2022,13:47:34,27.6,75
8/27/2022,13:47:41,27.6,75
8/27/2022,13:47:47,27.6,75
8/27/2022,13:47:54,27.6,75
8/27/2022,13:47:58,27.6,75
8/27/2022,13:48:05,27.6,75
8/27/2022,13:48:12,27.6,76
8/27/2022,13:48:16,27.6,76
8/27/2022,13:48:23,27.6,75
8/27/2022,13:48:29,27.6,75
8/27/2022,13:48:33,27.6,75
8/27/2022,13:48:37,27.6,74
8/27/2022,13:48:40,27.6,74
8/27/2022,13:48:47,27.6,74
8/27/2022,13:48:53,27.5,75
8/27/2022,13:49:00,27.6,75
8/27/2022,13:49:04,27.6,76
8/27/2022,13:49:11,27.6,76
8/27/2022,13:49:15,27.6,76
8/27/2022,13:49:19,27.6,76
8/27/2022,13:49:29,27.6,76
8/27/2022,13:49:36,27.6,76
8/27/2022,13:49:43,27.6,76
8/27/2022,13:49:48,27.6,75
8/27/2022,13:49:52,27.6,75
8/27/2022,13:49:59,27.6,75
8/27/2022,13:50:06,27.6,75
8/27/2022,13:50:10,27.6,75
8/27/2022,13:50:13,27.6,75
8/27/2022,13:50:20,27.6,74
8/27/2022,13:50:23,27.5,74
8/27/2022,13:50:31,27.6,75
8/27/2022,13:50:38,27.5,75
8/27/2022,13:50:43,27.6,75
8/27/2022,13:50:47,27.6,75
8/27/2022,13:50:51,27.6,75
8/27/2022,13:50:54,27.6,75
8/27/2022,13:51:01,27.6,75
8/27/2022,13:51:05,27.6,75
8/27/2022,13:51:13,27.6,74
8/27/2022,13:51:19,27.5,74
8/27/2022,13:51:23,27.5,74
8/27/2022,13:51:27,27.5,73
8/27/2022,13:51:31,27.4,73
8/27/2022,13:51:38,27.4,74
8/27/2022,13:51:41,27.4,74
8/27/2022,23:35:41,26.4,79
9/3/2022,21:07:33,25.1,83
9/3/2022,21:07:37,25.9,82
9/3/2022,21:07:40,25.9,82
9/3/2022,21:07:44,25.9,82
9/3/2022,21:07:48,25.9,82
9/3/2022,21:07:52,25.9,82
9/3/2022,21:07:56,25.9,82
9/3/2022,21:08:00,25.9,82
9/3/2022,21:08:03,26,81
9/3/2022,21:08:07,25.9,81
9/3/2022,21:08:11,25.9,81
9/3/2022,21:08:15,26,81
9/3/2022,21:08:19,25.9,81
9/3/2022,21:08:23,26,81
9/3/2022,21:08:27,26,81
9/3/2022,21:08:31,26,80
9/3/2022,21:08:35,26,80
9/3/2022,21:08:39,25.9,80
9/3/2022,21:08:43,25.9,80
9/3/2022,21:08:47,26,81
9/3/2022,21:08:51,26,81
9/3/2022,21:08:56,26,81
9/3/2022,21:09:00,26,82
9/3/2022,21:09:04,26,82
9/3/2022,21:09:07,26,82
9/3/2022,21:09:11,26,81
9/3/2022,21:09:15,26,81
9/3/2022,21:09:19,26,81
9/3/2022,21:09:23,26,81
9/3/2022,21:09:27,26.1,81
9/3/2022,21:09:30,26,81
9/3/2022,21:09:35,26.1,81
9/3/2022,21:09:38,26,81
9/3/2022,21:09:42,26.1,81
9/3/2022,21:09:46,26.1,81
9/3/2022,21:09:50,26.1,81
9/3/2022,21:09:54,26.1,81
9/3/2022,21:09:58,26.1,81
9/3/2022,21:10:02,26.1,81
9/3/2022,21:10:06,26.1,81
9/3/2022,21:10:11,26.1,81
9/3/2022,21:10:14,26.1,81
9/3/2022,21:10:18,26.1,81
9/3/2022,21:10:22,26.1,82
9/3/2022,21:10:26,26.1,82
9/3/2022,21:10:30,26.1,82
9/3/2022,21:10:34,26.1,82
9/3/2022,21:10:38,26.1,81
9/3/2022,21:10:42,26.1,81
9/3/2022,21:10:46,26.1,81
9/3/2022,21:10:50,26.1,81
9/3/2022,21:10:54,26.1,81
9/3/2022,21:10:58,26.1,81
9/3/2022,21:11:02,26.1,82
9/3/2022,21:11:06,26.1,82
9/3/2022,21:11:11,26.1,82
9/3/2022,21:11:14,26.1,82
9/3/2022,21:11:18,26.2,81
9/3/2022,21:11:22,26.1,81
9/3/2022,21:11:26,26.2,81
9/3/2022,21:11:31,26.1,81
9/3/2022,21:11:35,26.1,81
9/3/2022,21:11:38,26.2,81
9/3/2022,21:11:42,26.1,81
9/3/2022,21:11:46,26.2,81
9/3/2022,21:11:50,26.2,81
9/3/2022,21:11:54,26.1,81
9/3/2022,21:11:58,26.2,81
9/3/2022,21:12:02,26.2,81
9/3/2022,21:12:05,26.2,81
9/3/2022,21:12:09,26.2,81
9/3/2022,21:12:14,26.2,81
9/3/2022,21:12:18,26.2,81
9/3/2022,21:12:21,26.2,81
9/3/2022,21:12:25,26.2,81
9/3/2022,21:12:29,26.2,81
9/3/2022,21:12:34,26.2,81
9/3/2022,21:12:38,26.2,81
9/3/2022,21:12:41,26.2,81
9/3/2022,21:12:45,26.2,81
9/3/2022,21:12:49,26.2,81
9/3/2022,21:12:53,26.2,81
9/3/2022,21:12:57,26.2,81
9/3/2022,21:13:01,26.2,81
9/3/2022,21:13:05,26.2,81
9/3/2022,21:13:09,26.2,81
9/3/2022,21:13:13,26.2,81
9/3/2022,21:13:17,26.2,81
9/3/2022,21:13:23,26.2,81
9/16/2022,23:07:36,26,81
9/16/2022,23:07:51,25.9,82
9/16/2022,23:07:55,25.9,82
9/16/2022,23:07:59,25.9,82
9/16/2022,23:08:12,25.9,82
9/16/2022,23:08:16,25.9,82
9/16/2022,23:08:20,25.9,82
9/16/2022,23:08:23,25.9,82
9/16/2022,23:08:27,25.9,82
9/16/2022,23:08:45,25.8,82
9/16/2022,23:08:48,25.8,82
9/16/2022,23:08:52,25.8,82
9/16/2022,23:09:12,25.7,82
9/16/2022,23:09:16,25.7,82
9/16/2022,23:09:19,25.7,82
9/16/2022,23:09:23,25.7,82
10/9/2022,15:50:35,2147483648,2147483647
10/9/2022,15:50:39,2147483648,2147483647
10/9/2022,15:50:44,2147483648,2147483647
10/9/2022,15:50:48,2147483648,2147483647
10/9/2022,15:50:53,2147483648,2147483647
10/9/2022,15:50:57,24,84
10/9/2022,15:51:02,24,84
10/9/2022,15:51:05,24,83
10/9/2022,15:51:10,24,83
10/9/2022,15:51:14,24,83
10/9/2022,15:51:19,24,83
10/9/2022,15:51:22,24,83
10/9/2022,15:51:26,24,82
10/9/2022,15:51:37,24,82
10/9/2022,15:51:44,24,82
10/9/2022,15:51:48,24,82
10/9/2022,15:51:56,24,82
10/9/2022,15:52:00,24,82
10/9/2022,15:52:09,24,82
10/9/2022,15:52:16,24,82
10/9/2022,15:52:26,24,82
10/9/2022,15:52:36,24,82
10/9/2022,15:52:45,24,82
10/9/2022,15:52:49,24,81
10/9/2022,15:52:56,24,81
10/9/2022,15:53:00,24,81
10/9/2022,15:53:07,24,81
10/9/2022,15:53:11,24,81
10/9/2022,15:53:18,24,81
10/9/2022,15:53:25,24,81
10/9/2022,15:53:32,24,81
10/9/2022,15:53:42,24,81
10/9/2022,15:53:48,24,80
2/27/2023,13:24:38,,
2/27/2023,13:24:40,,